"SUBMITTER_NAME","DOW","SURVEY_START","RAKE_MAX","SUBMIT_TIME","SURVEYORS","sta_nbr","depth_ft","ceratophyllum_demersum","potamogeton_crispus","latitude","longitude","chara_sp","elodea_canadensis","potamogeton_sp","nitella_sp","elodea_sp","potamogeton_pusillus","stuckenia_pectinata","wolffia_sp","substrate","lemna_minor","phalaris_arundinacea","potamogeton_zosteriformis","spirodela_polyrrhiza","wolffia_columbiana","algae","myriophyllum_spicatum","heteranthera_dubia","najas_flexilis","nymphaea_odorata","potamogeton_foliosus","zannichellia_palustris","lemna_trisulca","najas_sp","potamogeton_richardsonii","unk_sp","nuphar_advena","lake_name","nelumbo_lutea","typha_sp","no_veg_found","potamogeton_obtusifolius","potamogeton_epihydrus","algae.1","nuphar_sp","nymphaea_sp","eleocharis_sp","poaceae_taxa","potamogeton_sp.1","spirodela_polyrrhiza.1"
"Ramsey-Washington Metro Watershed District","62000600","2016-09-15","5","3/16/2023 14:11","Simba Blood","96",NA,"2",NA,45.02314348,-93.0587609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-09-15","5","3/16/2023 14:11","Simba Blood","97",NA,"1",NA,45.02503959,-93.06001146,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-09-15","5","3/16/2023 14:11","Simba Blood","98",NA,"1",NA,45.02451292,-93.06046529,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-09-15","5","3/16/2023 14:11","Simba Blood","99",NA,"4",NA,45.02355963,-93.05998281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-09-15","5","3/16/2023 14:11","Simba Blood","100",NA,"2",NA,45.02360351,-93.0612739,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-09-15","5","3/16/2023 14:11","Simba Blood","101",NA,"3",NA,45.02634841,-93.05488465,NA,NA,NA,NA,"1",NA,NA,"3",NA,NA,NA,NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","1",NA,"2",NA,45.02238269,-93.06312867,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","2",NA,"1",NA,45.02252987,-93.06253795,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","3",NA,"2",NA,45.02273794,-93.06189211,"0",NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","4",NA,"1",NA,45.02271962,-93.06128322,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","5",NA,"3",NA,45.02269133,-93.06067789,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0",NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","6",NA,"3",NA,45.02266236,-93.06007192,NA,NA,NA,NA,"2",NA,"1","2",NA,NA,NA,NA,"1",NA,"5",NA,NA,NA,NA,NA,NA,NA,"1","0",NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","7",NA,"1",NA,45.02264711,-93.05935631,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","8",NA,"2",NA,45.02265018,-93.05875142,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","9",NA,"4",NA,45.02263318,-93.05810305,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","10",NA,"4",NA,45.02264227,-93.05739107,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","11",NA,"2",NA,45.02260253,-93.05685784,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","12",NA,"3",NA,45.02268147,-93.05616747,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","13",NA,"2",NA,45.02269089,-93.05549487,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","14",NA,NA,NA,45.02268425,-93.05492041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","15",NA,"3",NA,45.02221409,-93.05554009,NA,NA,NA,NA,"1",NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","16",NA,"1",NA,45.02185053,-93.05758069,NA,NA,NA,NA,"2",NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"5",NA,NA,"1","1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","17",NA,"1",NA,45.02221565,-93.05926056,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","18",NA,"4",NA,45.02317339,-93.06133952,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","19",NA,"2",NA,45.02361118,-93.06122517,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"3",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","20",NA,"1",NA,45.02310727,-93.06064709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","21",NA,"1",NA,45.02311291,-93.06004749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","22",NA,"1",NA,45.02308092,-93.05929991,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","23",NA,"4",NA,45.0231337,-93.05868663,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","24",NA,"5",NA,45.02311744,-93.05807188,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,"1",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","25",NA,"5",NA,45.02312629,-93.05740853,NA,NA,NA,NA,"2",NA,NA,"2",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","26",NA,"2",NA,45.02311658,-93.05680922,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","27",NA,"5",NA,45.02319891,-93.05618341,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","28",NA,"1",NA,45.02312942,-93.05550729,NA,NA,NA,NA,"1",NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","29",NA,"1",NA,45.02356623,-93.05555257,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","30",NA,"5",NA,45.02358016,-93.0549795,NA,NA,NA,NA,"1",NA,NA,"2",NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","31",NA,"2",NA,45.02362096,-93.05615059,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"62000600",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","32",NA,"5",NA,45.02357287,-93.05675481,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","33",NA,"5",NA,45.02355991,-93.05735406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","34",NA,"1",NA,45.02362245,-93.05808945,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","35",NA,"5",NA,45.02361258,-93.05873025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","36",NA,"2",NA,45.02355689,-93.05933444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","37",NA,"5",NA,45.02355068,-93.05996457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","38",NA,"2",NA,45.0235801,-93.06061557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","39",NA,"5",NA,45.02395763,-93.06063933,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","40",NA,"5",NA,45.02402894,-93.06002622,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","41",NA,NA,NA,45.02405709,-93.05930576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","42",NA,"5",NA,45.02408914,-93.05866574,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1"
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","43",NA,"1",NA,45.02405789,-93.0580689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","44",NA,"1",NA,45.02407137,-93.05741973,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","45",NA,"1",NA,45.02406778,-93.05680058,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","46",NA,"1",NA,45.02403154,-93.05619271,NA,NA,NA,NA,"5",NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","47",NA,"2",NA,45.02406025,-93.05551891,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","48",NA,"2",NA,45.02449489,-93.05550928,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","49",NA,"3",NA,45.02449142,-93.0561101,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","50",NA,NA,NA,45.02446002,-93.05679489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","51",NA,"2",NA,45.02448465,-93.05743382,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","52",NA,"1",NA,45.02446317,-93.05807407,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","53",NA,NA,NA,45.0245072,-93.05873924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","54",NA,NA,NA,45.02446519,-93.05935217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","55",NA,"5",NA,45.02455197,-93.0600698,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","56",NA,"1",NA,45.02453892,-93.06052357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","57",NA,"2",NA,45.02506457,-93.05998919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","58",NA,"1",NA,45.02499538,-93.05937234,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","59",NA,NA,NA,45.02491236,-93.05856037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","60",NA,"5",NA,45.02502672,-93.05808308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","61",NA,"2",NA,45.02494722,-93.05739636,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","62",NA,"5",NA,45.02497458,-93.05678998,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","63",NA,"5",NA,45.02495475,-93.05614853,NA,NA,NA,NA,"1",NA,NA,"2",NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramsey-Washington Metro Watershed District","62000600","2016-08-08","5","3/16/2023 14:08","Simba Blood","64",NA,"1",NA,45.02498617,-93.05547309,NA,NA,NA,NA,"5",NA,"1","1",NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
